date,location,flavor,size,qty,defecttype,cavitynum,jobnum,shift
10/20/14,3,Tangerine,15.2,10,1,,168498,2
10/5/14,3,SGL-Sweet Greens & Lemon,15.2,6,2,,168683,2
10/9/14,3,OO-Oraganic Orange,15.2,28,3,,168691,2
10/14/14,3,RO-Regular Orange,15.2,29,2,,168433,2
10/10/14,1,OCA-Organic Carrot Apple,15.2,25,2,,168573,2
10/7/14,1,Mango ,15.2,29,6,,168534,2
10/17/14,1,mango ,15.2,19,3,,168534,2
10/1/14,1,RA-Regular Apple,64,5,4,,168488,2
10/18/14,1,RA-Regular Apple,64,27,3,,168488,2
10/18/14,1,CWG-Coconut Water Greens,15.2,7,2,,168504,2
10/2/14,1,EG-Essential Greens,15.2,12,5,,168678,2
10/7/14,1,EG-Essential Greens,15.2,10,5,,168678,2
10/14/14,1,SGL-Sweet Greens & Lemon,32,25,5,,168683,2
10/10/14,1,SGL-Sweet Greens & Lemon,32,5,5,,168683,2
10/17/14,1,RA-Regular Apple,15.2,15,3,,168490,2
10/14/14,1,OA-Organic Apple,64,7,3,,168482,2
10/10/14,1,OA-Organic Apple,64,15,6,,168482,2
10/21/14,1,CPW-Coconut Pineapple Water,15.2,26,1,,168529,2
10/21/14,4,EG-Essential Greens,15.2,5,2,,168678,2
10/21/14,4,O. Strawberry Lemonade,15.2,23,6,,168413,2
10/3/14,4,SGL-Sweet Greens & Lemon,15.2,5,5,,168682,2
10/11/14,4,OA-Organic Apple,15.2,8,1,,168483,2
10/18/14,4,Smoothie Greens,15.2,20,4,,168507,2
10/5/14,2,EG-Essential Greens,15.2,10,5,,168678,2
10/15/14,2,Mango ,15.2,9,4,,168534,2
10/19/14,2,CWG-Coconut Water Greens,15.2,9,6,,168504,2
10/13/14,2,OV-Organic Veggie,15.2,28,5,,168575,1
10/4/14,2,OV-Organic Veggie,15.2,28,4,,168575,1
10/17/14,2,OCM- Orange Carrot Mango,15.2,27,3,,168582,1
10/22/14,2,OCM- Orange Carrot Mango,15.2,5,3,,168582,1
10/13/14,2,CPW-Coconut Pineapple Water,15.2,5,3,,168529,1
10/22/14,2,CPW-Coconut Pineapple Water,15.2,7,1,,168529,1
10/16/14,2,EV-Essential Veggies,15.2,18,2,,168578,1
10/8/14,2,Tangerine,15.2,17,6,,168498,1
10/8/14,2,EG-Essential Greens,32,6,1,,168679,1
10/18/14,2,RO-Regular Orange,64,24,5,,168435,1
10/17/14,4,CPW-Coconut Pineapple Water,15.2,13,5,,168529,1
10/20/14,4,OV-Organic Veggie,15.2,21,2,,168575,1
10/19/14,6,CPW-Coconut Pineapple Water,15.2,9,1,,168529,1
10/9/14,6,OV-Organic Veggie,15.2,16,3,,168575,1
10/7/14,3,OA-Organic Apple,64,7,3,,168482,1
10/1/14,3,RA-Regular Apple,64,8,1,,168488,1
10/17/14,1,RO-Regular Orange,15.2,1,1,,168435,1
10/4/14,1,OV-Organic Veggie,15.2,7,6,,168575,1
10/2/14,1,RO-Regular Orange,15.2,24,2,,168569,1
10/2/14,1,OCM- Orange Carrot Mango,15.2,24,6,,168582,1
10/10/14,1,MCS-Mango Carrot Smoothy,15.2,18,6,,168585,1
10/16/14,1,EV-Essential Veggies,15.2,25,1,,168578,1
10/7/14,1,Tangerine,15.2,3,2,,168501,1
10/3/14,2,CWG-Coconut Water Greens,15.2,24,6,,168504,1
10/7/14,2,OCM- Orange Carrot Mango,15.2,1,2,,168582,1
10/17/14,2,EV-Essential Veggies,15.2,4,5,,168578,1
10/19/14,2,RO-Regular Orange,15.2,21,3,,168434,1
10/8/14,2,EG-Essential Greens,15.2,6,1,,168679,1
10/3/14,3,EG-Essential Greens,15.2,11,3,,168679,1
10/7/14,3,EG-Essential Greens,15.2,26,4,,168679,1
10/13/14,4,CWG-Coconut Water Greens,15.2,5,4,,168504,1
10/3/14,4,OCM- Orange Carrot Mango,15.2,11,5,,168582,1
10/10/14,4,EV-Essential Veggies,15.2,20,2,,168578,1
10/14/14,4,CWG-Coconut Water Greens,15.2,5,3,,168504,1
10/19/14,4,OCM- Orange Carrot Mango,15.2,4,5,,168582,1
10/14/14,4,EV-Essential Veggies,15.2,11,5,,168578,1
10/18/14,4,Defense Up,15.2,10,3,,168567,3
10/14/14,4,Defense Up,15.2,3,1,,168567,3
10/2/14,4,Defense Up,15.2,8,6,,168567,3
10/8/14,4,Defense Up,15.2,9,5,,168567,3
10/7/14,4,Defense Up,15.2,17,3,,168567,3
10/10/14,4,Defense Up,15.2,10,5,,168567,3
10/5/14,2,Defense Up,15.2,26,4,,168567,3
10/21/14,2,COCONUT,64,7,6,,168530,3
10/14/14,2,SGG-Sweet Greens & Ginger,15.2,11,1,,168639,3
10/6/14,3,Tangerine,15.2,13,2,,168501,3
10/21/14,3,Tangerine,15.2,8,2,,168501,3
10/15/14,3,Tangerine,15.2,11,4,,168501,3
10/20/14,3,RO-Regular Orange,15.2,29,3,,168435,3
10/13/14,3,OAC-OreganicAcidified Carrot,15.2,25,3,,168571,3
10/14/14,3,OAC-OreganicAcidified Carrot,15.2,24,6,,168571,3
10/8/14,3,EG-Essential Greens,15.2,22,4,,168516,3
10/17/14,1,SGG-Sweet Greens & Ginger,15.2,5,4,,168639,3
10/1/14,1,SGG-Sweet Greens & Ginger,15.2,8,3,,168639,3
10/21/14,1,RO-Regular Orange,15.2,16,2,,168569,3
10/5/14,1,RO-Regular Orange,15.2,8,1,,168569,3
10/12/14,1,Defense Up,15.2,16,6,,168567,3
10/14/14,1,Defense Up,15.2,15,1,,168567,3
10/3/14,4,Defense Up,15.2,22,5,,168567,1
10/10/14,4,SGG-Sweet Greens & Ginger,15.2,16,4,,168639,1
10/21/14,4,ORR-Organic Ruby Roots,15.2,1,1,,168646,1
10/12/14,2,Defense Up,15.2,6,1,,168567,1
10/22/14,2,Defense Up,15.2,22,4,,168567,1
10/21/14,2,Super Green,15.2,7,5,,168634,1
10/12/14,2,Super Green,15.2,5,3,,168634,1
10/9/14,2,SGG-Sweet Greens & Ginger,15.2,18,4,,168639,1
10/13/14,2,RO-Regular Orange,15.2,17,6,,168569,1
10/17/14,2,SGG-Sweet Greens & Ginger,15.2,10,3,,168639,1
10/13/14,2,ORR-Organic Ruby Roots,15.2,19,6,,168646,1
10/11/14,2,Defense Up,15.2,27,2,,168567,1
10/2/14,4,Defense Up,15.2,12,3,,168567,1
10/15/14,4,Defense Up,15.2,18,1,,168567,1
10/9/14,4,Super Green,15.2,26,1,,168634,1
10/16/14,4,Super Green,15.2,16,5,,168634,1
10/5/14,1,Defense Up,15.2,1,1,,168567,1
10/10/14,1,Super Green,32,28,3,,168633,1
10/9/14,1,RO-Regular Orange,128,13,5,,168569,1
10/3/14,1,Pineapple,64,10,3,,168629,1
10/1/14,1,Super Green,15.2,17,4,,168634,1
10/16/14,1,OO-Oraganic Orange,64,6,4,,168731,1
10/20/14,1,OO-Oraganic Orange,15.2,24,3,,168730,1
10/8/14,3,CPW-Coconut Pineapple Water,64,27,1,,168530,1
10/13/14,3,CPW-Coconut Pineapple Water,64,6,6,,168530,1
10/17/14,3,RA-Regular Apple,59,22,1,,168489,1
10/5/14,3,Tangerine,59,12,3,,168499,1
10/22/14,4,OO-Oraganic Orange,15.2,1,5,,168730,2
10/14/14,4,OO-Oraganic Orange,15.2,5,1,,168730,2
10/10/14,4,OO-Oraganic Orange,15.2,2,3,,168730,2
10/11/14,4,SC-Splendid Carrot,15.2,20,1,,168644,2
10/8/14,4,SC-Splendid Carrot,15.2,1,5,,168644,2
10/4/14,4,Super Green,15.2,12,4,,168634,2
10/18/14,4,Super Green,15.2,7,6,,168634,2
10/12/14,4,Super Green,15.2,19,1,,168634,2
10/13/14,4,Super Green,15.2,8,6,,168634,2
10/8/14,4,Super Green,15.2,22,2,,168634,2
10/19/14,3,Tangerine,32,14,4,,168500,2
10/9/14,3,Tangerine,32,28,6,,168500,2
10/9/14,3,Tangerine,32,4,1,,168500,2
10/17/14,3,Tangerine,32,20,4,,168500,2
10/8/14,3,Super Green,32,18,4,,168425,2
10/2/14,3,Pineapple,64,8,6,,168629,2
10/11/14,3,RO-Regular Orange,128,15,3,,168568,2
10/22/14,3,Tangerine,32,28,4,,168494,2
10/13/14,3,Defense Up,15.2,28,5,,168563,2
10/6/14,3,RO-Regular Orange,32,16,1,,168434,2
10/8/14,3,Tangerine,32,23,5,,168496,2
10/8/14,3,Super Green,32,13,2,,168419,2
10/2/14,3,Pineapple,64,21,5,,168628,2
10/10/14,2,Super Green,15.2,17,3,,168634,2
10/6/14,2,Super Green,15.2,8,4,,168634,2
10/6/14,2,RO-Regular Orange,15.2,8,4,,168627,2
10/16/14,4,Defense Up,15.2,22,3,,168567,1
10/10/14,4,Defense Up,15.2,20,4,,168567,1
10/22/14,4,Super Green,15.2,16,6,,168634,1
10/12/14,2,Pineapple,64,18,6,,168629,2
10/6/14,2,RO-Regular Orange,128,3,2,,168569,2
10/21/14,2,OO-Oraganic Orange,15.2,9,5,,168730,2
10/10/14,2,OO-Oraganic Orange,15.2,24,5,,168730,2
10/20/14,2,OO-Oraganic Orange,15.2,15,4,,168730,2
10/4/14,2,OO-Oraganic Orange,15.2,11,4,,168730,2
10/2/14,2,Super Green,32,7,3,,168633,2
10/17/14,2,Super Green,32,13,3,,168633,2
10/3/14,2,Super Green,15.2,20,1,,168634,2
10/21/14,2,Super Green,15.2,7,2,,168634,2
10/16/14,2,Super Green,15.2,23,2,,168634,2
10/13/14,2,SC-Splendid Carrot,15.2,7,4,,168644,2
10/3/14,2,SC-Splendid Carrot,15.2,14,4,,168644,2
10/2/14,2,SC-Splendid Carrot,15.2,25,2,,168644,2
10/6/14,2,SC-Splendid Carrot,15.2,5,5,,168644,2
10/6/14,4,SC-Splendid Carrot,15.2,11,4,,168644,2
10/22/14,4,RO-Regular Orange,15.2,22,4,,168627,2
10/19/14,4,Super Green,15.2,13,3,,168634,2
10/9/14,4,CPW-Coconut Pineapple Water,15.2,27,2,,168651,3
10/22/14,4,CPW-Coconut Pineapple Water,15.2,1,4,,168651,3
10/18/14,6,RO-Regular Orange,128,22,6,,168569,
10/13/14,6,RO-Regular Orange,128,20,6,,168569,2
10/7/14,6,OSB-Organic Sweet Burn,15.2,16,6,,168518,2
10/18/14,6,OSB-Organic Sweet Burn,15.2,13,3,,168518,2
10/6/14,6,OSB-Organic Sweet Burn,15.2,26,5,,168518,2
10/1/14,6,OAG-Organic Avocado Greens,15.2,10,4,,168636,2
10/10/14,6,OAG-Organic Avocado Greens,15.2,14,2,,168636,2
10/19/14,6,RO-Regular Orange,15.2,26,4,,168730,2
10/14/14,6,RO-Regular Orange,15.2,2,4,,168730,2
10/22/14,6,CPW-Coconut Pineapple Water,15.2,2,1,,168651,2
10/9/14,6,CPW-Coconut Pineapple Water,15.2,14,5,,168651,2
10/10/14,6,RO-Regular Orange,15.2,11,5,,168627,3
10/12/14,6,RO-Regular Orange,15.2,9,4,,168627,3
10/7/14,6,CPW-Coconut Pineapple Water,15.2,20,4,,168651,3
10/11/14,6,SGL-Sweet Greens & Lemon,15.2,2,4,,168642,3
10/6/14,6,SGL-Sweet Greens & Lemon,15.2,28,5,,168642,3
10/19/14,6,CPW-Coconut Pineapple Water,15.2,21,4,,168651,3
10/5/14,6,RO-Regular Orange,15.2,6,5,,168627,3
10/12/14,3,MCS-Mango Carrot Smoothy,64,19,4,,168585,1
10/17/14,4,CPW-Coconut Pineapple Water,15.2,5,6,,168651,1
10/20/14,4,OSB-Organic Sweet Burn,15.2,22,2,,168518,1
10/21/14,4,CPW-Coconut Pineapple Water,15.2,27,2,,168651,1
10/7/14,4,OAG-Organic Avocado Greens,15.2,12,6,,168636,2
10/20/14,4,OAG-Organic Avocado Greens,15.2,8,3,,168636,2
10/1/14,4,SGL-Sweet Greens & Lemon,15.2,13,6,,168642,2
10/2/14,4,SGL-Sweet Greens & Lemon,15.2,9,3,,168642,2
10/11/14,4,SGL-Sweet Greens & Lemon,15.2,25,3,,168642,2
10/10/14,4,SGL-Sweet Greens & Lemon,15.2,25,2,,168642,2
10/21/14,4,OAG-Organic Avocado Greens,15.2,12,1,,168636,2
10/16/14,2,SGL-Sweet Greens & Lemon,15.2,11,6,,168642,1
10/19/14,2,SGL-Sweet Greens & Lemon,15.2,4,4,,168642,1
10/20/14,2,SGL-Sweet Greens & Lemon,15.2,24,1,,168642,1
10/21/14,2,SGL-Sweet Greens & Lemon,15.2,8,6,,168642,1
10/4/14,2,CPW-Coconut Pineapple Water,15.2,13,3,,168651,1
10/3/14,2,OSB-Organic Sweet Burn,15.2,7,1,,168518,1
10/15/14,2,OO-Oraganic Orange,64,20,6,,168731,1
10/22/14,2,CPW-Coconut Pineapple Water,15.2,1,3,,168651,1
10/10/14,2,OSB-Organic Sweet Burn,15.2,9,4,,168518,1
10/22/14,2,OO-Oraganic Orange,64,27,6,,168731,1
10/11/14,2,OL-Organic Lemon,64,14,2,,168406,1
10/2/14,2,OAG-Organic Avocado Greens,15.2,22,5,,168636,1
10/14/14,2,SGL-Sweet Greens & Lemon,15.2,23,2,,168642,1
10/13/14,3,Super Green,32,12,4,,168633,1
10/17/14,3,Super Green,32,17,6,,168633,1
10/15/14,3,Super Green,32,18,3,,168633,1
10/9/14,3,Super Green,32,11,1,,168633,1
10/12/14,3,OL-Organic Lemon,64,15,4,,168406,1
10/18/14,3,OO-Oraganic Orange,64,19,2,,168731,1
10/16/14,3,OO-Oraganic Orange,64,11,6,,168731,1
10/15/14,1,SGL-Sweet Greens & Lemon,15.2,21,1,,168642,1
10/22/14,4,SGL-Sweet Greens & Lemon,15.2,16,6,,168642,1
10/2/14,4,SGL-Sweet Greens & Lemon,15.2,18,1,,168642,1
10/1/14,1,OGL-Organic Ginger Lemonade,15.2,21,6,,168775,3
10/11/14,1,O. Lemonade,128,17,3,,168764,3
10/21/14,1,Smoothie Greens,15.2,4,1,,168858,3
10/7/14,1,O. Lemonade,64,2,5,,168764,3
10/6/14,1,Super Green,15.2,7,4,,168782,3
10/22/14,1,SGSM-Sweet Greens Smoothy,64,9,3,,168792,3
10/22/14,1,O. Strawberry Lemonade,64,24,1,,168772,3
10/20/14,1,SGL-Sweet Greens & Lemon,32,17,6,,168792,3
10/8/14,6,OSL-Organic Spicy Lemonade,15.2,28,4,,168767,2
10/6/14,6,OSL-Organic Spicy Lemonade,15.2,2,5,,168767,2
10/17/14,6,O. Strawberry Lemonade,15.2,10,2,,168771,2
10/22/14,6,O. Strawberry Lemonade,15.2,12,2,,168771,2
10/3/14,6,O. Strawberry Lemonade,15.2,25,1,,168771,2
10/16/14,2,O. Strawberry Lemonade,64,27,6,,168772,2
10/17/14,4,OSL-Organic Spicy Lemonade,15.2,19,5,,168767,3
10/9/14,4,OSL-Organic Spicy Lemonade,15.2,14,2,,168767,3
10/13/14,4,OGL-Organic Ginger Lemonade,15.2,20,4,,168775,3
10/19/14,4,OGL-Organic Ginger Lemonade,15.2,6,6,,168775,3
10/20/14,4,OGL-Organic Ginger Lemonade,15.2,8,3,,168775,3
10/9/14,4,OGL-Organic Ginger Lemonade,15.2,19,6,,168775,3
10/11/14,4,Smoothie Greens,15.2,2,5,,168858,3
10/16/14,4,Smoothie Greens,15.2,27,2,,168858,3
10/20/14,4,Super Green,15.2,27,5,,168782,3
10/16/14,4,Super Green,15.2,1,6,,168782,3
10/22/14,4,Super Green,15.2,3,1,,168782,3
10/9/14,4,OSL-Organic Spicy Lemonade,15.2,24,5,,168767,3
10/21/14,4,OGL-Organic Ginger Lemonade,15.2,14,2,,168775,3
10/7/14,4,OGL-Organic Ginger Lemonade,15.2,14,2,,168775,3
10/21/14,4,Smoothie Greens,15.2,26,5,,168858,3
10/18/14,4,O. Strawberry Lemonade,15.2,22,5,,168771,3
10/20/14,4,O. Strawberry Lemonade,15.2,10,5,,168771,3
10/21/14,4,O. Strawberry Lemonade,15.2,7,6,,168771,3
10/5/14,2,SGL-Sweet Greens & Lemon,15.2,17,2,,168798,2
10/10/14,2,SGL-Sweet Greens & Lemon,15.2,20,3,,168798,2
10/1/14,2,SGL-Sweet Greens & Lemon,15.2,27,1,26,168798,2
10/22/14,2,SGL-Sweet Greens & Lemon,15.2,12,6,18,168798,2
10/18/14,2,SGL-Sweet Greens & Lemon,15.2,28,2,23,168798,2
10/14/14,2,SGL-Sweet Greens & Lemon,15.2,15,5,20,168798,2
10/5/14,2,SGL-Sweet Greens & Lemon,15.2,5,3,,168798,2
10/2/14,2,Super Green,32,29,1,,168781,2
10/4/14,2,Super Green,32,17,2,,168781,2
10/14/14,2,OA-Organic Apple,32,26,6,,168852,2
10/5/14,2,OA-Organic Apple,32,21,5,,168852,2
10/4/14,2,OA-Organic Apple,64,13,3,,168853,2
10/6/14,2,OA-Organic Apple,64,5,6,,168853,2
10/22/14,2,PP-Protein Power,15.2,18,4,,168750,2
10/14/14,2,PP-Protein Power,15.2,5,2,,168750,2
10/9/14,2,PP-Protein Power,15.2,21,6,,168750,2
10/17/14,2,SGL-Sweet Greens & Lemon,15.2,10,3,,168798,2
10/3/14,2,PP-Protein Power,15.2,21,4,,168750,2
10/6/14,3,SGL-Sweet Greens & Lemon,32,10,3,,168799,2
10/2/14,3,SGL-Sweet Greens & Lemon,32,5,3,,168799,2
10/1/14,3,Super Green,32,18,6,,168781,2
10/10/14,3,Super Green,15.2,10,3,,168782,2
10/2/14,3,Super Green,32,13,5,,168781,2
10/13/14,3,Super Green,32,11,3,,168781,2
10/6/14,3,OA-Organic Apple,32,2,1,,168852,2
10/9/14,3,SGL-Sweet Greens & Lemon,32,24,4,,168799,2
10/22/14,2,O. Strawberry Lemonade,15.2,3,1,,168771,3
10/22/14,2,OSL-Organic Spicy Lemonade,15.2,26,5,,168767,3
10/5/14,2,Smoothie Greens,15.2,16,4,,168858,3
10/19/14,6,OA-Organic Apple,64,17,5,,168853,
10/1/14,6,OA-Organic Apple,64,4,3,,168853,
10/3/14,6,OGF-Organic Grapefruit,64,3,6,,168833,
10/14/14,3,O. Strawberry Lemonade,15.2,21,5,,168771,1
10/5/14,3,SGL-Sweet Greens & Lemon,32,28,5,,168799,1
10/6/14,3,O. Strawberry Lemonade,64,16,6,,168772,1
10/2/14,3,O. Lemonade,128,15,1,,168765,1
10/6/14,2,SGB-Sweet Green Base,64,5,6,,168792,1
10/2/14,2,SGL-Sweet Greens & Lemon,15.2,29,5,,168798,1
10/7/14,2,SGL-Sweet Greens & Lemon,32,11,5,,168799,1
10/17/14,4,Super Green,15.2,10,3,,168782,1
10/11/14,4,Super Green,15.2,27,2,,168782,1
10/11/14,4,SGL-Sweet Greens & Lemon,15.2,16,3,,168798,1
10/1/14,2,Super Green,15.2,26,1,,168782,1
10/20/14,2,Super Green,15.2,28,4,22,168782,1
10/3/14,2,Super Green,15.2,16,3,22,168782,1
10/19/14,2,Super Green,15.2,2,4,24,168782,1
10/12/14,2,Super Green,15.2,2,3,22,168782,1
10/19/14,2,Super Green,15.2,4,1,22,168782,1
10/21/14,2,Super Green,15.2,1,1,23,168782,1
10/4/14,2,Super Green,15.2,11,3,,168782,1
10/10/14,2,PP-Protein Power,15.2,5,5,,168760,1
10/10/14,2,OA-Organic Apple,15.2,29,6,,168854,1
10/10/14,2,SGL-Sweet Greens & Lemon,15.2,22,2,,168798,1
10/21/14,2,SGL-Sweet Greens & Lemon,15.2,29,6,,168799,1
10/20/14,4,Super Green,15.2,19,3,,168782,1
10/22/14,4,SGL-Sweet Greens & Lemon,15.2,12,2,,168798,1
10/21/14,1,SGL-Sweet Greens & Lemon,15.2,10,2,,168798,1
10/12/14,1,Super Green,15.2,4,3,,168782,1
10/10/14,1,OA-Organic Apple,15.2,27,3,,168854,1
10/11/14,1,PP-Protein Power,15.2,11,2,,168750,1
10/10/14,1,Super Green,32,5,1,,168781,1
10/2/14,6,OG-Organic Grapefruit,64,28,2,,168853,2
10/17/14,6,OG-Organic Grapefruit,64,16,1,,168853,2
10/18/14,6,OG-Organic Grapefruit,32,23,6,,168852,2
10/13/14,6,SGL-Sweet Greens & Lemon,15.2,11,2,,168798,2
10/5/14,6,SGL-Sweet Greens & Lemon,15.2,2,1,,168798,2
10/16/14,6,OG-Organic Grapefruit,32,19,4,,168832,2
10/6/14,4,Super Green,15.2,12,4,,168782,2
10/15/14,4,Super Green,15.2,27,5,,168782,2
10/5/14,4,SGL-Sweet Greens & Lemon,15.2,17,2,,168798,2
10/2/14,4,PP-Protein Power,15.2,21,3,,168760,2
10/6/14,2,Super Green,15.2,10,1,,168782,2
10/12/14,2,Super Green,15.2,28,6,,168782,2
10/13/14,2,PP-Protein Power,15.2,24,2,,168760,2
10/15/14,2,SGL-Sweet Greens & Lemon,15.2,10,4,,168798,2
10/16/14,2,SGL-Sweet Greens & Lemon,15.2,12,3,,168798,2
10/2/14,6,SGL-Sweet Greens & Lemon,,29,3,,168798,2
10/11/14,6,PP-Protein Power,,3,5,,168750,3
10/6/14,3,OA-Organic Apple,64,27,4,,168853,3
10/6/14,3,OA-Organic Apple,64,21,4,,168853,3
10/15/14,3,OA-Organic Apple,64,18,3,,168853,3
10/8/14,3,OA-Organic Apple,64,26,4,,168853,3
10/12/14,3,OA-Organic Apple,64,2,4,,168853,3
10/16/14,4,SGL-Sweet Greens & Lemon,15.2,25,1,,168798,3
10/5/14,4,Apple Berry,15.2,24,4,,168882,3
10/8/14,4,SGL-Sweet Greens & Lemon,15.2,12,1,,168798,3
10/12/14,4,SGL-Sweet Greens & Lemon,15.2,2,3,,168798,3
10/12/14,4,SGL-Sweet Greens & Lemon,15.2,23,3,,168798,3
10/21/14,4,Apple Berry,15.2,6,2,,168882,3
10/14/14,4,Apple Berry,15.2,27,5,,168882,3
10/3/14,4,Apple Berry,15.2,4,4,28,168882,3
10/7/14,4,Apple Berry,15.2,13,1,22,168882,3
10/13/14,4,Apple Berry,15.2,28,6,22,168882,3
10/17/14,4,Apple Berry,15.2,6,2,21,168882,3
10/16/14,4,PP-Protein Power,15.2,25,6,,168760,3
10/15/14,4,OA-Organic Apple,15.2,22,1,,168854,3
10/9/14,4,PP-Protein Power,15.2,9,2,,168760,3
10/20/14,4,PP-Protein Power,15.2,5,3,,168760,3
10/15/14,4,PP-Protein Power,15.2,11,1,,168760,3
10/22/14,4,OA-Organic Apple,15.2,22,5,,168854,3
10/11/14,4,OA-Organic Apple,15.2,20,4,,168854,3
10/16/14,4,OA-Organic Apple,15.2,1,5,,168854,3
10/17/14,4,PP-Protein Power,15.2,24,4,,168760,3
10/15/14,4,OGF-Organic Grapefruit,15.2,24,1,,168831,3
10/4/14,6,PP-Protein Power,15.2,21,4,,168760,3
10/10/14,2,OGF-Organic Grapefruit,15.2,9,1,,168831,3
10/19/14,2,PP-Protein Power,15.2,12,1,,168750,3
10/8/14,2,OA-Organic Apple,15.2,15,6,,168854,3
10/11/14,2,SGL-Sweet Greens & Lemon,15.2,10,6,,168798,3
10/8/14,2,Apple Berry,15.2,11,1,,168882,3
10/21/14,2,OGF-Organic Grapefruit,15.2,24,1,,168832,3
10/13/14,2,OA-Organic Apple,64,20,6,,168853,3
10/6/14,6,Apple Berry,15.2,16,6,,168882,3
10/14/14,6,OGF-Organic Grapefruit,15.2,13,1,,168831,3
10/20/14,6,OGF-Organic Grapefruit,15.2,23,1,,168831,3
10/2/14,6,SGL-Sweet Greens & Lemon,15.2,12,2,,168798,3
10/15/14,5,EG-Essential Greens,15.2,9,5,,168861,3
10/9/14,6,OV-Organic Veggie,15.2,15,5,,168931,2
10/5/14,6,OV-Organic Veggie,15.2,20,5,,168931,2
10/16/14,6,OCM- Orange Carrot Mango,15.2,21,6,,168939,2
10/15/14,6,RO-Regular Orange,64,19,2,,168917,2
10/4/14,6,RO-Regular Orange,64,2,6,,168917,2
10/3/14,6,Defense Up,15.2,27,3,,168970,2
10/3/14,1,Super Green,15.2,22,1,,168975,3
10/1/14,1,Super Green,15.2,20,4,,168975,3
10/19/14,1,SGL-Sweet Greens & Lemon,15.2,15,2,,168983,3
10/1/14,1,SGL-Sweet Greens & Lemon,15.2,20,3,,168983,3
10/7/14,1,SC-Splendid Carrot,15.2,18,1,,168985,3
10/19/14,1,RO-Regular Orange,15.2,8,5,,169054,3
10/4/14,1,RO-Regular Orange,15.2,14,4,,169054,3
10/2/14,1,RO-Regular Orange,32,6,5,,,3
10/17/14,2,Defense Up,15.2,15,6,,168970,3
10/6/14,2,RO-Regular Orange,15.2,1,5,,169054,3
10/22/14,2,OV-Organic Veggie,15.2,26,5,,168931,3
10/14/14,2,Super Green,15.2,1,2,,168975,3
10/10/14,2,RO-Regular Orange,15.2,19,1,,168917,3
10/11/14,2,OV-Organic Veggie,15.2,12,4,,168931,3
10/13/14,3,EG-Essential Greens,32,15,3,,168865,3
10/22/14,3,EG-Essential Greens,32,25,5,,168865,3
10/8/14,3,EG-Essential Greens,32,20,5,,168865,3
10/10/14,3,EG-Essential Greens,32,5,2,,168865,3
10/1/14,4,OV-Organic Veggie,15.2,29,1,,168931,3
10/5/14,4,OV-Organic Veggie,15.2,11,2,,168931,3
10/8/14,4,OV-Organic Veggie,15.2,13,5,,168931,3
10/6/14,4,Super Green,15.2,27,1,,168975,3
10/19/14,4,Defense Up,15.2,28,2,,168970,3
10/21/14,4,Defense Up,15.2,24,1,,168970,3
10/22/14,4,Defense Up,15.2,12,4,,168970,3
10/22/14,4,OV-Organic Veggie,15.2,3,5,,168931,3
10/16/14,4,Super Green,15.2,1,2,,168975,3
10/7/14,5,OV-Organic Veggie,15.2,27,1,,168931,3
10/1/14,2,EG-Essential Greens,15.2,23,5,,168864,3
10/14/14,2,EG-Essential Greens,64,28,4,,168866,3
10/16/14,2,Defense Up,15.2,26,1,,168970,3
10/2/14,6,Defense Up,15.2,14,6,,168970,2
10/14/14,6,Defense Up,15.2,21,2,,168970,2
10/19/14,6,Defense Up,15.2,19,3,,168970,2
10/6/14,6,EV-Essential Veggies,15.2,26,3,,168935,2
10/22/14,6,EV-Essential Veggies,15.2,5,3,,168935,2
10/20/14,6,EV-Essential Veggies,15.2,24,4,,168935,2
10/4/14,6,OCM- Orange Carrot Mango,15.2,17,6,,168939,2
10/15/14,6,RO-Regular Orange,15.2,9,1,,168789,2
10/6/14,6,OV-Organic Veggie,15.2,2,3,,168931,2
10/16/14,3,RGF-Regular Grapefruit,32,27,2,,168842,1
10/21/14,3,RGF-Regular Grapefruit,32,17,6,,168842,1
10/19/14,2,RL-Regular Lemon,128,15,3,,168922,1
10/8/14,4,RO-Regular Orange,15.2,28,6,,168789,1
10/8/14,2,Defense Up,15.2,16,4,,168970,1
10/17/14,2,Defense Up,15.2,18,6,,168970,1
10/15/14,2,Defense Up,15.2,18,5,,168970,1
10/13/14,2,RO-Regular Orange,15.2,29,4,,168789,1
10/8/14,2,EG-Essential Greens,15.2,14,4,,168884,1
10/22/14,2,EV-Essential Veggies,15.2,17,2,,168935,1
10/11/14,2,RL-Regular Lemon,128,18,2,,168922,
10/3/14,2,Defense Up,15.2,17,2,,168970,
10/9/14,2,RO-Regular Orange,15.2,13,6,,168789,
10/12/14,1,RO-Regular Orange,15.2,1,3,,168789,1
10/19/14,1,Defense Up,15.2,12,2,,168970,1
10/10/14,1,EV-Essential Veggies,15.2,22,2,,168935,1
10/11/14,2,Defense Up,15.2,18,2,,168970,1
10/12/14,4,Defense Up,15.2,27,6,,168970,1
10/18/14,2,RO-Regular Orange,15.2,4,6,,168789,2
10/5/14,2,RO-Regular Orange,15.2,7,4,,168789,2
10/1/14,2,Defense Up,15.2,23,1,,168970,2
10/11/14,2,Defense Up,15.2,23,2,,168970,2
10/15/14,2,OV-Organic Veggie,15.2,4,2,,168935,2
10/3/14,2,OV-Organic Veggie,15.2,19,5,,168935,2
